Product Name,New Prices,Category,Type,Image URL(s),Stock Quantity,Description,Product Buy Link,Size/Color Variants,Gender,
I Saw It First Off-Shoulder Top with Puff Sleeves,1999,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20220912/hNyK/631f571eaeb269dbb383ff0c/i_saw_it_first_white_off-shoulder_top_with_puff_sleeves.jpg,342,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/i-saw-it-first-off-shoulder-top-with-puff-sleeves/p/469188720_white,white,Women,
Glamorous Strappy Tie-Up Floral Print Blouson Top with Cold-Shoulder Sleeves,1999,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230914/7s7g/6503354eafa4cf41f5e5c14a/glamorous_black_strappy_tie-up_floral_print_blouson_top_with_cold-shoulder_sleeves.jpg,255,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/glamorous-strappy-tie-up-floral-print-blouson-top-with-cold-shoulder-sleeves-/p/460332272_black,black,Women,
Na-kd Floral Print Off-Shoulder Dress,3299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230519/LqC6/6467abb4d55b7d0c63ca1527/na-kd_coral_pink_floral_print_off-shoulder_dress.jpg,227,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-floral-print-off-shoulder-dress/p/469155595_coral,coral,Women,
"Na-kd Nak women dresses, blue, xs",2599,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230519/eTZ1/64679874d55b7d0c63c93d6f/na-kd__nak_women_dresses%2C_blue%2C_xs.jpg,216,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-nak-women-dresses-blue-xs/p/469276725_blue,blue,Men,
Glamorous Paisley Print A-line Dress,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230914/uFEx/6503279cddf7791519d8c590/glamorous_red_paisley_print_a-line_dress.jpg,323,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/glamorous-paisley-print-a-line-dress/p/460918884_printed,printed,Women,
Glamorous A-line Dress with Spread Collar,2599,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230914/MOjl/6503253addf7791519d8b4ae/glamorous_black_a-line_dress_with_spread_collar.jpg,377,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/glamorous-a-line-dress-with-spread-collar/p/460971896_black,black,Women,
Oxxo Halter-Neck Crop Top with Cutout,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/mdoC/6380daddaeb269659cb5a5e4/oxxo_white_halter-neck_crop_top_with_cutout.jpg,176,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-halter-neck-crop-top-with-cutout/p/469291066_white,white,Women,
Oxxo Crop Shirt with Flap Pockets,2299,Clothing,Shirts,https://assets.ajio.com/medias/sys_master/root/20230518/U4Tm/64664600d55b7d0c63c3f48c/oxxo_yellow_crop_shirt_with_flap_pockets.jpg,153,Classic regular-fit shirt with clean collar — versatile for both office and casual outings.,https://www.ajio.com/oxxo-crop-shirt-with-flap-pockets/p/469151063_mustardyellow,mustardyellow,Women,
Oxxo Blouson Top with Ruffled Overlay,1899,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/c0Ha/64663c2cd55b7d0c63c3bde5/oxxo_orange_blouson_top_with_ruffled_overlay.jpg,244,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-blouson-top-with-ruffled-overlay/p/469151066_orange,orange,Women,
Oxxo Shirt with Tie-Up,1999,Clothing,Shirts,https://assets.ajio.com/medias/sys_master/root/20221125/aa1Y/6380dadbf997ddfdbd9dde8d/oxxo_cream_shirt_with_tie-up.jpg,219,Classic regular-fit shirt with clean collar — versatile for both office and casual outings.,https://www.ajio.com/oxxo-shirt-with-tie-up/p/469291142_cream,cream,Women,
Oxxo Hoodie with Kangaroo Pocket,1999,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/NzD9/6380fb9bf997ddfdbd9f19a9/oxxo_blue_hoodie_with_kangaroo_pocket.jpg,290,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/oxxo-hoodie-with-kangaroo-pocket/p/469291009_blue,blue,Women,
Oxxo One-Shoulder A-line Dress with Waist Tie-Up,2999,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230519/SKiw/64667e6442f9e729d7998f93/oxxo_cream_one-shoulder_a-line_dress_with_waist_tie-up.jpg,283,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/oxxo-one-shoulder-a-line-dress-with-waist-tie-up/p/469151065_cream,cream,Women,
Oxxo Flat-Front Trousers with Insert Pockets,1899,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230518/SKF4/64663aca42f9e729d79791c9/oxxo_red_flat-front_trousers_with_insert_pockets.jpg,234,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-flat-front-trousers-with-insert-pockets/p/469150940_yellow,yellow,Women,
Zabaione Checked Sheath Dress,2999,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230522/46wu/646b8c5dd55b7d0c63ce0814/zabaione_grey_%26_purple_checked_sheath_dress.jpg,353,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/zabaione-checked-sheath-dress/p/469058178_purple,purple,Women,
Glamorous Shift Dress with Off-shoulder,3499,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230914/YvW2/65033be5afa4cf41f5e60095/glamorous_purple_shift_dress_with_off-shoulder.jpg,232,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/glamorous-shift-dress-with-off-shoulder/p/460918912_plum,plum,Women,
Wknd Tropical Print Shirt Dress with Belt,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230601/rBeu/647821c7d55b7d0c632faaa6/wknd_orange_tropical_print_shirt_dress_with_belt.jpg,178,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/wknd-tropical-print-shirt-dress-with-belt/p/469403723_orange,orange,Women,
Oxxo Ribbed Scoop-Neck Top with Puff Sleeves,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/fiER/6466664742f9e729d798e842/oxxo_lime_green_ribbed_scoop-neck_top_with_puff_sleeves.jpg,317,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-ribbed-scoop-neck-top-with-puff-sleeves/p/469151049_limegreen,limegreen,Women,
Y-LONDON Fitted Cowl-Neck Top,2199,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221115/avDx/6373c87ef997ddfdbd76cd03/y-london_orange_fitted_cowl-neck_top.jpg,378,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/y-london-fitted-cowl-neck-top/p/469371741_orange,orange,Women,
Oxxo A-line Skirt with Ruffled Hemline,2299,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20230724/PPyg/64be8ceceebac147fc847bf7/oxxo_maroon_a-line_skirt_with_ruffled_hemline.jpg,236,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-a-line-skirt-with-ruffled-hemline/p/469291375_blue,blue,Women,
LTB Typographic Print Hoodie with Ribbed Hems,1999,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230914/kyo7/65031b50afa4cf41f5e4d9fb/ltb_off_white_typographic_print_hoodie_with_ribbed_hems.jpg,263,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/ltb-typographic-print-hoodie-with-ribbed-hems/p/469359683_offwhite,offwhite,Women,
Xint Crew Neck Regular Fit T-shirt,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20230914/s7Jz/65032090afa4cf41f5e4fbf9/xint_off_white_crew_neck_regular_fit_t-shirt.jpg,301,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/xint-crew-neck-regular-fit-t-shirt/p/469490492_white,white,Women,
Na-kd Ribbed One-Shoulder Crop Top,2299,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/DODj/6380f9e1f997ddfdbd9f0b91/na-kd_grey_ribbed_one-shoulder_crop_top.jpg,220,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/na-kd-ribbed-one-shoulder-crop-top/p/469293460_grey,grey,Women,
Oxxo Ruched Drawstring Crop Top,1999,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230519/sKxW/64666f49d55b7d0c63c52879/oxxo_green_ruched_drawstring_crop_top.jpg,301,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-ruched-drawstring-crop-top/p/469291302_green,green,Women,
Oxxo Raglan Sleeves Shirt with Front Tie-Up,1999,Clothing,Shirts,https://assets.ajio.com/medias/sys_master/root/20230519/ZsOf/646675a442f9e729d7993da3/oxxo_pink_raglan_sleeves_shirt_with_front_tie-up.jpg,161,Classic regular-fit shirt with clean collar — versatile for both office and casual outings.,https://www.ajio.com/oxxo-raglan-sleeves-shirt-with-front-tie-up/p/469151058_lightorange,lightorange,Women,
Oxxo Cropped Straight Fit Pants,2599,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230518/4Xi1/6466622ad55b7d0c63c4d4c5/oxxo_nude_cropped_straight_fit_pants.jpg,197,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-cropped-straight-fit-pants/p/469151037_beige,beige,Women,
Oxxo Flared Skirt with Elasticated Waist,2299,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20230518/h9PM/6466528f42f9e729d7982f48/oxxo_yellow_flared_skirt_with_elasticated_waist.jpg,374,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-flared-skirt-with-elasticated-waist/p/469291384_yellow,yellow,Women,
Colin's Heathered Sleeveless Turtleneck Pullover,1899,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230516/34CG/6463c3d6d55b7d0c63ba8048/colin%27s_grey_heathered_sleeveless_turtleneck_pullover.jpg,355,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/colin-s-heathered-sleeveless-turtleneck-pullover/p/469348243_greymelange,greymelange,Women,
TERRANOVA Typographic Print Crop Hoodie,1899,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230518/rEdt/64665742d55b7d0c63c45ab4/terranova_grey_melange_typographic_print_crop_hoodie.jpg,167,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/terranova-typographic-print-crop-hoodie/p/469405459_lightgreymelange,lightgreymelange,Women,
Mavi Women Butterfly Print Fitted Crew-Neck T-Shirt,1299,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240305/yiza/65e72e6c16fd2c6e6a3d15fc/mavi_navy_blue_women_butterfly_print_fitted_crew-neck_t-shirt.jpg,267,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-women-butterfly-print-fitted-crew-neck-t-shirt/p/469608529_navyblue,navyblue,Men,
Oxxo Graphic Print Crew-Neck T-Shirt,1599,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20230518/fHDn/64664b8dd55b7d0c63c415bd/oxxo_pink_graphic_print_crew-neck_t-shirt.jpg,153,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/oxxo-graphic-print-crew-neck-t-shirt/p/469291183_pink,pink,Women,
Oxxo Mid-Rise Skinny Fit Jeans,2599,Clothing,Jeans & Jeggings,https://assets.ajio.com/medias/sys_master/root/20221125/go4h/6380d90bf997ddfdbd9dd178/oxxo_denim_black_mid-rise_skinny_fit_jeans.jpg,283,Stylish jeans with a comfortable fit and durable fabric — a wardrobe essential.,https://www.ajio.com/oxxo-mid-rise-skinny-fit-jeans/p/469291146_denim,denim,Women,
Oxxo Jogger Pants with Tie-Up,2599,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230518/wlDi/64663fe642f9e729d797b43c/oxxo_off-white_jogger_pants_with_tie-up.jpg,155,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-jogger-pants-with-tie-up/p/469151081_offwhite,offwhite,Women,
Na-kd Ribbed Sweetheart Neckline Pullover,2799,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230719/1hnU/64b80e9feebac147fc7b5af3/na-kd_white_ribbed_sweetheart_neckline_pullover.jpg,316,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/na-kd-ribbed-sweetheart-neckline-pullover/p/469293816_blue,blue,Women,
TRENDYOL V-neck Sweatshirt with Tie-Up,1799,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/GgOT/6380df83aeb269659cb5cf8c/trendyol_black_v-neck_sweatshirt_with_tie-up.jpg,316,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-v-neck-sweatshirt-with-tie-up/p/469277723_black,black,Women,
Oxxo Fitted One-Shoulder Top,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230127/qDYc/63d3fe67f997dd708e27691b/oxxo_purple_fitted_one-shoulder_top.jpg,222,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-fitted-one-shoulder-top/p/469291155_purple,purple,Women,
Na-kd Halter-Neck Crop Top,1999,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/5hnJ/6380f001aeb269659cb66881/na-kd_green_halter-neck_crop_top.jpg,347,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/na-kd-halter-neck-crop-top/p/469293545_darkgreen,darkgreen,Women,
Oxxo Mid-Rise Straight Fit Pants with Insert Pockets,2599,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230518/HkpG/6466458842f9e729d797d90e/oxxo_nude_mid-rise_straight_fit_pants_with_insert_pockets.jpg,242,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-mid-rise-straight-fit-pants-with-insert-pockets/p/469151011_beige,beige,Women,
TRENDYOL Top with Cut-Out Details,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/NweM/64666a14d55b7d0c63c506c3/trendyol_black_top_with_cut-out_details.jpg,370,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/trendyol-top-with-cut-out-details/p/460609551_black,black,Women,
Glamorous Round-Neck Sheath Dress,2599,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230914/qDDi/65031b66ddf7791519d8751e/glamorous_green_round-neck_sheath_dress.jpg,389,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/glamorous-round-neck-sheath-dress/p/460971949_green,green,Women,
Y-LONDON Fitted Cowl-Neck Top,2199,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221115/LcJF/6373cef8aeb269659c8fa5ea/y-london_fuchsia_fitted_cowl-neck_top.jpg,173,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/y-london-fitted-cowl-neck-top/p/469371741_fuchsia,fuchsia,Women,
Zabaione Self-Design Boat-Neck Pullover,3099,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20211224/wcvO/61c4d471aeb26901101a7138/zabaione_blue_self-design_boat-neck_pullover.jpg,265,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/zabaione-self-design-boat-neck-pullover/p/469058187_blue,blue,Women,
YUMI Round-Neck Floral Print A-line Dress,2499,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/h4e/h55/11987928121374/yumi_black_round-neck_floral_print_a-line_dress.jpg,250,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/yumi-round-neck-floral-print-a-line-dress/p/460251425_black,black,Women,
Oxxo Fitted One-Shoulder Top,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/lriq/6380d532aeb269659cb570db/oxxo_white_fitted_one-shoulder_top.jpg,254,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-fitted-one-shoulder-top/p/469291155_white,white,Women,
Na-kd Striped Flat-Front Pants with Front Slit,2499,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230519/Udu1/6467a64042f9e729d79de730/na-kd_black_striped_flat-front_pants_with_front_slit.jpg,176,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/na-kd-striped-flat-front-pants-with-front-slit/p/469155445_pink,pink,Women,
YUMI Striped Sheath Dress with Fabric Belt,2499,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/h46/h4e/11987906363422/yumi_multicoloured_striped_sheath_dress_with_fabric_belt.jpg,186,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/yumi-striped-sheath-dress-with-fabric-belt/p/460251414_multi,multi,Women,
I Saw It First Butterfly Print Fitted Crop Top,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230517/CwFx/6465198dd55b7d0c63bf2a08/i_saw_it_first_pink_butterfly_print_fitted_crop_top.jpg,304,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/i-saw-it-first-butterfly-print-fitted-crop-top/p/469179470_pink,pink,Women,
ZELZIS Women Regular Fit Floral Tunic,2499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20250325/LKq1/67e1b4a455340d4b4f85ed13/zelzis_off_white__women_regular_fit_floral_tunic.jpg,338,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/zelzis--women-regular-fit-floral-tunic/p/701368512_offwhite,offwhite,Men,
I Saw It First Off-Shoulder Crop Top,1799,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230517/JHBE/64651aead55b7d0c63bf2f9f/i_saw_it_first_white_off-shoulder_crop_top.jpg,243,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/i-saw-it-first-off-shoulder-crop-top/p/469188996_ivory,ivory,Women,
